task,difficulty,reward,verifier_status,verifier_passed,verifier_total,end_status,native_finish_reason,model_responses,tool_calls,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,trace_usage_observed,trace_source,agent_time_seconds,verifier_time_seconds,end_to_end_time_seconds,finished_at,attempt_count,trial_name,result_path,metric_source,token_coverage,model_count_semantics,tool_count_semantics,session_id,formal_score_eligible,selection_policy,exception_type,total_tokens,post_agent_model_responses,post_agent_observed_tokens,token_source,tool_source
fix-git,Easy,1.0,passed,2,2,completed,completed,10,15,55423,321280,0,1750,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-49-29-251153__fix-git/fix-git__wMUZP6j/agent/session.jsonl,98.029241,24.113271,149.957341,2026-09-09T17:52:00.394190Z,1,fix-git__wMUZP6j,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-49-29-251153__fix-git/fix-git__wMUZP6j/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,f0174f44-3d49-47b1-a410-09aed0e1d852,False,latest_run_by_job_timestamp,,378453,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-49-29-251153__fix-git/fix-git__wMUZP6j/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__17-49-29-251153__fix-git/fix-git__wMUZP6j/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-49-29-251153__fix-git/fix-git__wMUZP6j/agent/session.jsonl
fix-ocaml-gc,Hard,1.0,passed,1,1,completed,completed,33,43,320853,1264064,0,50009,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__17-23-26-276183__fix-ocaml-gc/fix-ocaml-gc__6Z4N7nH/agent/session.jsonl,1911.511083,1776.646562,3740.607797,2026-09-10T18:25:48.045968Z,2,fix-ocaml-gc__6Z4N7nH,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__17-23-26-276183__fix-ocaml-gc/fix-ocaml-gc__6Z4N7nH/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,8b02e1bf-a214-4da6-8787-65344b9599d0,False,latest_run_by_job_timestamp,,1634926,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__17-23-26-276183__fix-ocaml-gc/fix-ocaml-gc__6Z4N7nH/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__17-23-26-276183__fix-ocaml-gc/fix-ocaml-gc__6Z4N7nH/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__17-23-26-276183__fix-ocaml-gc/fix-ocaml-gc__6Z4N7nH/agent/session.jsonl
gcode-to-text,Medium,0.0,failed,0,2,timeout,timeout,34,35,255422,1263616,0,37276,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__12-07-03-812838__gcode-to-text/gcode-to-text__b3W37Fk/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__12-07-03-812838__gcode-to-text/gcode-to-text__b3W37Fk/current/astra_runtime/inference_invocations.jsonl,907.620718,43.015426,976.118014,2026-09-10T12:23:20.911176Z,8,gcode-to-text__b3W37Fk,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__12-07-03-812838__gcode-to-text/gcode-to-text__b3W37Fk/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,d13cbe09-2509-4fbc-a810-30d32cc6fb65,False,latest_run_by_job_timestamp,,1556314,1,27375,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__12-07-03-812838__gcode-to-text/gcode-to-text__b3W37Fk/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__12-07-03-812838__gcode-to-text/gcode-to-text__b3W37Fk/current/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__12-07-03-812838__gcode-to-text/gcode-to-text__b3W37Fk/current/astra_runtime/agent_run_events.jsonl
git-leak-recovery,Medium,1.0,passed,5,5,completed,completed,7,6,43201,213696,0,1216,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-58-57-354102__git-leak-recovery/git-leak-recovery__UBx7iSJ/agent/session.jsonl,85.586513,23.06436,156.818012,2026-09-09T18:01:35.190926Z,1,git-leak-recovery__UBx7iSJ,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-58-57-354102__git-leak-recovery/git-leak-recovery__UBx7iSJ/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,e82c041d-28a8-4843-97a5-ff671499b64c,False,latest_run_by_job_timestamp,,258113,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-58-57-354102__git-leak-recovery/git-leak-recovery__UBx7iSJ/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__17-58-57-354102__git-leak-recovery/git-leak-recovery__UBx7iSJ/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__17-58-57-354102__git-leak-recovery/git-leak-recovery__UBx7iSJ/agent/session.jsonl
git-multibranch,Medium,1.0,passed,1,1,failed,budget_exhausted,25,32,93783,855232,0,18396,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-10-42-934207__git-multibranch/git-multibranch__FqEZR8j/agent/session.jsonl,488.435179,200.452681,725.055407,2026-09-11T06:22:50.764618Z,1,git-multibranch__FqEZR8j,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-10-42-934207__git-multibranch/git-multibranch__FqEZR8j/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,c6f118fa-41df-438d-873e-435afce03612,False,latest_completed_run_in_environment_retry_20260911,,967411,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-10-42-934207__git-multibranch/git-multibranch__FqEZR8j/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__06-10-42-934207__git-multibranch/git-multibranch__FqEZR8j/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-10-42-934207__git-multibranch/git-multibranch__FqEZR8j/agent/session.jsonl
gpt2-codegolf,Hard,0.0,failed,0,1,timeout,timeout,6,6,117154,106112,0,47663,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__09-48-48-953039__gpt2-codegolf/gpt2-codegolf__X8ieJLJ/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__09-48-48-953039__gpt2-codegolf/gpt2-codegolf__X8ieJLJ/old/astra_runtime/inference_invocations.jsonl,907.821929,24.842176,986.125563,2026-09-09T10:05:16.883934Z,1,gpt2-codegolf__X8ieJLJ,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__09-48-48-953039__gpt2-codegolf/gpt2-codegolf__X8ieJLJ/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,411740ea-5a76-4903-a44c-ef3bba52e577,False,latest_run_by_job_timestamp,,270929,27,1840805,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__09-48-48-953039__gpt2-codegolf/gpt2-codegolf__X8ieJLJ/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__09-48-48-953039__gpt2-codegolf/gpt2-codegolf__X8ieJLJ/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__09-48-48-953039__gpt2-codegolf/gpt2-codegolf__X8ieJLJ/old/astra_runtime/agent_run_events.jsonl
headless-terminal,Medium,1.0,passed,7,7,completed,completed,34,34,116136,1336320,0,27053,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__18-14-43-631789__headless-terminal/headless-terminal__AbxGvLe/agent/session.jsonl,723.023483,31.294107,783.194517,2026-09-09T18:27:47.896152Z,1,headless-terminal__AbxGvLe,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__18-14-43-631789__headless-terminal/headless-terminal__AbxGvLe/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,26061ae8-4e7a-4f65-b82b-fa0541338bda,False,latest_run_by_job_timestamp,,1479509,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__18-14-43-631789__headless-terminal/headless-terminal__AbxGvLe/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__18-14-43-631789__headless-terminal/headless-terminal__AbxGvLe/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__18-14-43-631789__headless-terminal/headless-terminal__AbxGvLe/agent/session.jsonl
hf-model-inference,Medium,1.0,passed,4,4,completed,completed,15,16,52929,516160,0,5117,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-812332__hf-model-inference/hf-model-inference__ot3M4aR/agent/session.jsonl,458.549052,44.100705,534.543969,2026-09-11T07:06:56.389240Z,1,hf-model-inference__ot3M4aR,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-812332__hf-model-inference/hf-model-inference__ot3M4aR/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,b3f6e716-e7d8-4b45-be0b-c3804dfe3d22,False,service-five-v2-20260911_final,,574206,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-812332__hf-model-inference/hf-model-inference__ot3M4aR/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__06-58-00-812332__hf-model-inference/hf-model-inference__ot3M4aR/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-812332__hf-model-inference/hf-model-inference__ot3M4aR/agent/session.jsonl
install-windows-3.11,Hard,0.0,failed,2,4,failed,budget_exhausted,25,33,102935,860864,0,11377,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-10-46-258362__install-windows-3.11/install-windows-3.11__w5dydbc/agent/session.jsonl,1180.919966,1105.935736,2318.836981,2026-09-11T07:49:26.415917Z,1,install-windows-3.11__w5dydbc,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-10-46-258362__install-windows-3.11/install-windows-3.11__w5dydbc/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,e1364b19-35eb-4f17-aa5e-572253ec6ff3,False,service-five-v2-20260911_final,,975176,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-10-46-258362__install-windows-3.11/install-windows-3.11__w5dydbc/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__07-10-46-258362__install-windows-3.11/install-windows-3.11__w5dydbc/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-10-46-258362__install-windows-3.11/install-windows-3.11__w5dydbc/agent/session.jsonl
kv-store-grpc,Medium,1.0,passed,7,7,completed,completed,11,9,59135,324224,0,1971,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-809288__kv-store-grpc/kv-store-grpc__ogVAUvn/agent/session.jsonl,133.847317,16.55429,180.182742,2026-09-11T07:01:01.980887Z,1,kv-store-grpc__ogVAUvn,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-809288__kv-store-grpc/kv-store-grpc__ogVAUvn/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,f4247ef7-d78e-48a0-b1d4-262f2a302875,False,service-five-v2-20260911_final,,385330,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-809288__kv-store-grpc/kv-store-grpc__ogVAUvn/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__06-58-00-809288__kv-store-grpc/kv-store-grpc__ogVAUvn/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-58-00-809288__kv-store-grpc/kv-store-grpc__ogVAUvn/agent/session.jsonl
large-scale-text-editing,Medium,1.0,passed,5,5,completed,completed,13,12,35730,396608,0,17087,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__22-28-17-969573__large-scale-text-editing/large-scale-text-editing__tDtZdqU/agent/session.jsonl,502.383534,84.801215,617.102084,2026-09-09T22:38:36.133805Z,1,large-scale-text-editing__tDtZdqU,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__22-28-17-969573__large-scale-text-editing/large-scale-text-editing__tDtZdqU/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,e5448e30-3589-4503-9d0a-e3c1557dcc27,False,latest_run_by_job_timestamp,,449425,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__22-28-17-969573__large-scale-text-editing/large-scale-text-editing__tDtZdqU/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__22-28-17-969573__large-scale-text-editing/large-scale-text-editing__tDtZdqU/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__22-28-17-969573__large-scale-text-editing/large-scale-text-editing__tDtZdqU/agent/session.jsonl
largest-eigenval,Medium,1.0,passed,3,3,timeout,timeout,20,22,151958,661632,0,40776,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__18-59-56-232683__largest-eigenval/largest-eigenval__AJqVieZ/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__18-59-56-232683__largest-eigenval/largest-eigenval__AJqVieZ/old/astra_runtime/inference_invocations.jsonl,907.749966,10.815463,948.533768,2026-09-09T19:15:46.125214Z,1,largest-eigenval__AJqVieZ,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__18-59-56-232683__largest-eigenval/largest-eigenval__AJqVieZ/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,b1147a85-2caa-4db6-89ae-51eae3d227d4,False,latest_run_by_job_timestamp,,854366,4,121342,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__18-59-56-232683__largest-eigenval/largest-eigenval__AJqVieZ/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__18-59-56-232683__largest-eigenval/largest-eigenval__AJqVieZ/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__18-59-56-232683__largest-eigenval/largest-eigenval__AJqVieZ/old/astra_runtime/agent_run_events.jsonl
llm-inference-batching-scheduler,Hard,0.0,failed,5,6,timeout,timeout,16,19,144593,702720,0,81024,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__23-12-49-416402__llm-inference-batching-scheduler/llm-inference-batching-scheduler__N64qDMC/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__23-12-49-416402__llm-inference-batching-scheduler/llm-inference-batching-scheduler__N64qDMC/old/astra_runtime/inference_invocations.jsonl,1807.633942,25.262811,1862.367149,2026-09-09T23:43:52.952999Z,1,llm-inference-batching-scheduler__N64qDMC,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__23-12-49-416402__llm-inference-batching-scheduler/llm-inference-batching-scheduler__N64qDMC/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,d5b4b70d-e560-4223-b7e6-185af52fecba,False,latest_run_by_job_timestamp,,928337,20,1443825,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__23-12-49-416402__llm-inference-batching-scheduler/llm-inference-batching-scheduler__N64qDMC/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__23-12-49-416402__llm-inference-batching-scheduler/llm-inference-batching-scheduler__N64qDMC/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__23-12-49-416402__llm-inference-batching-scheduler/llm-inference-batching-scheduler__N64qDMC/old/astra_runtime/agent_run_events.jsonl
log-summary-date-ranges,Medium,1.0,passed,2,2,completed,completed,6,5,158254,35712,0,1434,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__07-46-34-595645__log-summary-date-ranges/log-summary-date-ranges__5uoSsC3/agent/session.jsonl,98.527341,23.703314,150.2862,2026-09-09T07:49:05.827541Z,1,log-summary-date-ranges__5uoSsC3,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__07-46-34-595645__log-summary-date-ranges/log-summary-date-ranges__5uoSsC3/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,3a046405-59f8-422c-a48e-ab718b6c5ee6,False,latest_run_by_job_timestamp,,195400,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__07-46-34-595645__log-summary-date-ranges/log-summary-date-ranges__5uoSsC3/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__07-46-34-595645__log-summary-date-ranges/log-summary-date-ranges__5uoSsC3/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__07-46-34-595645__log-summary-date-ranges/log-summary-date-ranges__5uoSsC3/agent/session.jsonl
mailman,Medium,0.0,failed,1,3,failed,budget_exhausted,25,45,140768,1000768,0,43501,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__23-43-59-633194__mailman/mailman__Pp5kLqM/agent/session.jsonl,997.550712,172.136972,1200.140985,2026-09-10T00:04:01.134459Z,1,mailman__Pp5kLqM,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__23-43-59-633194__mailman/mailman__Pp5kLqM/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,736f90e3-0add-49eb-8c7e-2b789d77ab8d,False,latest_run_by_job_timestamp,,1185037,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__23-43-59-633194__mailman/mailman__Pp5kLqM/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__23-43-59-633194__mailman/mailman__Pp5kLqM/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__23-43-59-633194__mailman/mailman__Pp5kLqM/agent/session.jsonl
make-doom-for-mips,Hard,0.0,failed,0,3,timeout,timeout,16,23,80637,663104,0,30526,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-15-53-459000__make-doom-for-mips/make-doom-for-mips__vetuZYh/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-15-53-459000__make-doom-for-mips/make-doom-for-mips__vetuZYh/old/astra_runtime/inference_invocations.jsonl,907.608386,68.395086,1007.460973,2026-09-09T19:32:42.498229Z,1,make-doom-for-mips__vetuZYh,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-15-53-459000__make-doom-for-mips/make-doom-for-mips__vetuZYh/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,8fa23fcf-aef2-41ed-8791-c8d2401afa7b,False,latest_run_by_job_timestamp,,774267,20,1244803,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-15-53-459000__make-doom-for-mips/make-doom-for-mips__vetuZYh/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-15-53-459000__make-doom-for-mips/make-doom-for-mips__vetuZYh/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-15-53-459000__make-doom-for-mips/make-doom-for-mips__vetuZYh/old/astra_runtime/agent_run_events.jsonl
make-mips-interpreter,Hard,0.0,failed,0,3,timeout,timeout,20,45,275671,765504,0,102495,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__00-04-07-601065__make-mips-interpreter/make-mips-interpreter__BnihqLM/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__00-04-07-601065__make-mips-interpreter/make-mips-interpreter__BnihqLM/old/astra_runtime/inference_invocations.jsonl,1807.740847,68.339728,1906.478839,2026-09-10T00:35:55.331719Z,1,make-mips-interpreter__BnihqLM,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__00-04-07-601065__make-mips-interpreter/make-mips-interpreter__BnihqLM/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,9a9e74fc-8a31-4beb-b400-5eb134e147cd,False,latest_run_by_job_timestamp,,1143670,1,68420,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__00-04-07-601065__make-mips-interpreter/make-mips-interpreter__BnihqLM/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__00-04-07-601065__make-mips-interpreter/make-mips-interpreter__BnihqLM/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__00-04-07-601065__make-mips-interpreter/make-mips-interpreter__BnihqLM/old/astra_runtime/agent_run_events.jsonl
mcmc-sampling-stan,Hard,0.0,failed,2,6,timeout,timeout,18,21,199715,524096,0,13844,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__08-31-33-504914__mcmc-sampling-stan/mcmc-sampling-stan__oyAMbVw/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__08-31-33-504914__mcmc-sampling-stan/mcmc-sampling-stan__oyAMbVw/old/astra_runtime/inference_invocations.jsonl,1809.743108,25.20916,1870.825449,2026-09-09T09:02:46.063563Z,1,mcmc-sampling-stan__oyAMbVw,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__08-31-33-504914__mcmc-sampling-stan/mcmc-sampling-stan__oyAMbVw/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,62e30b00-5086-4281-9866-74a73bac9b75,False,latest_run_by_job_timestamp,,737655,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__08-31-33-504914__mcmc-sampling-stan/mcmc-sampling-stan__oyAMbVw/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__08-31-33-504914__mcmc-sampling-stan/mcmc-sampling-stan__oyAMbVw/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__08-31-33-504914__mcmc-sampling-stan/mcmc-sampling-stan__oyAMbVw/old/astra_runtime/agent_run_events.jsonl
