comparison_scope,task_id,author_difficulty,verified_product_count,in_strict_three_way_83,product,attempt_count_for_task,selected_source_root,selected_run_dir,selected_trial_name,selected_trial_path,selected_finished_at,reward,verify_status,normal_e2e_pass,pass_after_timeout,timeout,outcome_bucket,product_terminal_status,product_return_code,product_completion_claim,product_run_state_field,product_run_state,product_error_field,product_error,exception_type,interruption_or_stop_reason,timeout_types,timeout_evidence,stream_transport_failure_classification,stream_transport_interruption_count,gateway_response_truncated_count,gateway_balance_error_line_count,e2e_s,environment_setup_s,agent_setup_s,agent_execution_s,verifier_s,tool_calls_field,tool_calls,tool_calls_failed,tool_call_failure_rate,tool_call_duration_s,tool_breakdown,failed_tool_breakdown,turn_metric_name,turn_metric_value,model_activity_observed,token_input,token_fresh_input,token_cache_read,token_cache_creation,token_cache_reported,token_output,token_total,token_known_minimum,token_source,token_accounting_status,token_accounting_scope_or_note,token_sources_consistent,token_is_lower_bound,token_accounting_note,verifier_tests,verifier_passed,verifier_failed,verifier_skipped,failed_test_names,product_version,model_api_id,model_provider,temperature,configured_max_turns,observed_max_agent_turns_product,observed_tasks_gt_50_product,product_execution_budget
strict_three_way_83,custom-memory-heap-crash,medium,3,true,PI,1,,2026-08-14__10-21-38,custom-memory-heap-crash__auWmByW,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__10-21-38/custom-memory-heap-crash__auWmByW,2026-08-14T02:38:03.417457Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,984.915247,1.335087,5.191092,865.446823,100.048394,tool_calls,49,0,0.0,,"{""bash"": 45, ""read"": 3, ""write"": 1}",{},assistant_messages,31,True,1069267,,,,996672,50045,2115984,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,6,6,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,db-wal-recovery,medium,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,db-wal-recovery__B7tkkUC,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/db-wal-recovery__B7tkkUC,2026-07-30T08:34:08.395012Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,astra_final_state,completed,product_error_type,,,,[],[],,0,,,183.000292,1.701856,5.999265,101.334185,60.39077,tool_calls_terminal,8,0,0.0,1.877,"{""bash"":7,""list_dir"":1}",{},agentic_steps,9,True,97354,15882,81472,0,,4175,101529,101529,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,False,main_agent_only_excludes_intent_judge,7,7,0,0,,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,db-wal-recovery,medium,3,true,Hermes,1,,2026-07-30__21-54-42,db-wal-recovery__33DeyG7,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__21-54-42/db-wal-recovery__33DeyG7,2026-07-30T14:22:16.612574Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,1653.117967,1.24473,5.159238,1598.077244,36.004524,tool_calls,75,8,0.10666666666666667,302.75000000000006,"{""execute_code"": 1, ""terminal"": 74}","{""execute_code"": 1, ""terminal"": 7}",session_messages,152,True,3347220,,,,,64572,3411792,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,7,7,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,db-wal-recovery,medium,3,true,PI,2,,2026-08-14__12-55-09,db-wal-recovery__gTPHnUs,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-55-09/db-wal-recovery__gTPHnUs,2026-08-14T04:59:56.251850Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,286.264451,1.125698,3.918387,224.627993,44.388387,tool_calls,15,2,0.13333333333333333,,"{""bash"": 15}","{""bash"": 2}",assistant_messages,13,True,170907,,,,136576,14983,322466,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,7,7,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,distribution-search,medium,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,distribution-search__8DZUgkw,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/distribution-search__8DZUgkw,2026-07-30T09:30:42.310626Z,0,no_pass,false,false,true,timeout_no_pass,failed,3,False,astra_final_state,,product_error_type,,,stream_transport,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",,1,,,1913.369484,13.064523,3.329288,1862.764892,21.786521,tool_calls_terminal,1,0,0.0,0.731,"{""bash"":1}",{},agentic_steps,2,True,9480,1352,8128,0,,7903,17383,17383,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,True,main_agent_only_excludes_intent_judge,4,0,4,0,test_outputs.py::test_distribution_file_exists; test_outputs.py::test_distribution_shape; test_outputs.py::test_distribution_validity; test_outputs.py::test_kl_divergences,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,distribution-search,medium,3,true,Hermes,1,,2026-07-30__22-24-38,distribution-search__vcpnUUq,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__22-24-38/distribution-search__vcpnUUq,2026-07-30T14:37:03.746305Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,745.000423,1.388637,5.489648,705.076699,20.535286,tool_calls,3,0,0.0,62.839999999999996,"{""terminal"": 2, ""write_file"": 1}",{},session_messages,8,True,69266,,,,,60081,129347,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,4,4,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,distribution-search,medium,3,true,PI,1,,2026-08-14__00-20-41,distribution-search__j4xg4Xz,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__00-20-41/distribution-search__j4xg4Xz,2026-08-13T16:24:35.659162Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,233.550318,1.101635,3.782509,194.980685,21.768291,tool_calls,4,0,0.0,,"{""bash"": 3, ""write"": 1}",{},assistant_messages,5,True,60245,,,,20096,13703,94044,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,4,4,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,dna-assembly,hard,3,true,Astra,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__01-30-00,dna-assembly__eBo7G6H,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-30-00/dna-assembly__eBo7G6H,2026-08-02T17:51:32.078135Z,0,no_pass,false,false,true,timeout_no_pass,completed,0,True,astra_final_state,completed,product_error_type,,,stream_transport,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)""]",,1,,,1290.898286,1.063857,99.572653,1135.315776,42.574026,tool_calls_terminal,35,4,0.11428571428571428,4.337,"{""bash"":21,""git"":1,""glob"":1,""introspect"":2,""list_dir"":1,""read_file"":1,""reflect"":4,""session"":2,""task_board"":1,""tool_search"":1}","{""bash"":3,""git"":1}",agentic_steps,30,True,579637,98037,481600,0,,54240,633877,633877,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,True,main_agent_only_excludes_intent_judge,1,0,1,0,test_outputs.py::test_primers,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,dna-assembly,hard,3,true,Hermes,1,,2026-07-30__22-45-12,dna-assembly__uska5na,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__22-45-12/dna-assembly__uska5na,2026-07-30T15:20:24.476893Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,2111.519136,1.232812,5.682738,2054.910714,37.22369,tool_calls,43,12,0.27906976744186046,184.227,"{""execute_code"": 1, ""read_file"": 2, ""terminal"": 39, ""write_file"": 1}","{""execute_code"": 1, ""terminal"": 11}",session_messages,85,True,1760722,,,,,152539,1913261,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,1,0,1,0,test_outputs.py::test_primers,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,dna-assembly,hard,3,true,PI,1,,2026-08-14__05-56-10,dna-assembly__qKZ4mnf,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-56-10/dna-assembly__qKZ4mnf,2026-08-13T22:42:10.253499Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,2758.728331,1.123641,90.716152,2616.420583,38.109318,tool_calls,25,6,0.24,,"{""bash"": 24, ""read"": 1}","{""bash"": 6}",assistant_messages,19,True,1890745,,,,1669824,200257,3760826,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,1,1,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,dna-insert,medium,3,true,Astra,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__13-01-37,dna-insert__CxCpvgu,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37/dna-insert__CxCpvgu,2026-08-03T05:14:55.575702Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,astra_final_state,completed,product_error_type,,,,[],[],,0,,,797.13474,1.457845,93.093998,639.493326,50.505677,tool_calls_terminal,18,0,0.0,13.162000000000003,"{""bash"":14,""read_file"":3,""write_file"":1}",{},agentic_steps,13,True,234975,43551,191424,0,,51365,286340,286340,matrixone.agent_events.llm_response,server_reconciled,server_session_observed,True,False,main_agent_only_excludes_intent_judge,1,0,1,0,test_outputs.py::test_primers,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,dna-insert,medium,3,true,Hermes,1,,2026-07-30__23-29-41,dna-insert__3jGZkjs,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__23-29-41/dna-insert__3jGZkjs,2026-07-30T15:42:07.332772Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,744.851331,1.243995,5.236199,711.152302,14.362863,tool_calls,34,4,0.11764705882352941,255.919,"{""read_file"": 2, ""terminal"": 32}","{""terminal"": 4}",session_messages,70,True,945569,,,,,16254,961823,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,1,0,1,0,test_outputs.py::test_primers,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,dna-insert,medium,3,true,PI,1,,2026-08-14__04-13-21,dna-insert__r5Gw2G9,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__04-13-21/dna-insert__r5Gw2G9,2026-08-13T20:24:04.542230Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,642.262542,1.103003,82.249923,508.508737,38.123006,tool_calls,18,0,0.0,,"{""bash"": 16, ""read"": 1, ""write"": 1}",{},assistant_messages,19,True,470914,,,,416704,37591,925209,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,1,0,1,0,test_outputs.py::test_primers,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,extract-elf,medium,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,extract-elf__GD6CnuF,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-elf__GD6CnuF,2026-07-30T02:06:15.648359Z,0,no_pass,false,false,true,timeout_no_pass,failed,3,False,astra_final_state,,product_error_type,,,stream_transport,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",,1,,,1034.016429,20.521734,2.762575,971.477467,27.23778,tool_calls_terminal,11,0,0.0,1.2980000000000003,"{""bash"":11}",{},agentic_steps,7,True,79089,14577,64512,0,,37071,116160,116160,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,True,main_agent_only_excludes_intent_judge,2,0,2,0,test_outputs.py::test_extract_js_exists; test_outputs.py::test_output_matches_reference,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,extract-elf,medium,3,true,Hermes,1,,2026-07-30__23-48-32,extract-elf__L78scP6,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__23-48-32/extract-elf__L78scP6,2026-07-30T16:03:10.123167Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,876.805031,1.183685,5.228334,825.121877,33.126944,tool_calls,18,1,0.05555555555555555,24.467999999999993,"{""terminal"": 17, ""write_file"": 1}","{""terminal"": 1}",session_messages,32,True,352239,,,,,65641,417880,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,2,2,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,extract-elf,medium,3,true,PI,2,,2026-08-14__12-56-41,extract-elf__4Xp9aDH,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__12-56-41/extract-elf__4Xp9aDH,2026-08-14T05:21:24.211462Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,1482.048282,1.089807,3.781544,1438.393591,26.543766,tool_calls,24,1,0.041666666666666664,,"{""bash"": 19, ""read"": 4, ""write"": 1}","{""bash"": 1}",assistant_messages,15,True,715643,,,,616832,84592,1417067,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,2,2,0,0,,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,extract-moves-from-video,hard,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,extract-moves-from-video__Kn9TUHU,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/extract-moves-from-video__Kn9TUHU,2026-07-30T08:03:12.976958Z,0,no_pass,false,false,false,failed_no_pass,adapter_infra_error,4,False,astra_final_state,interrupted,product_error_type,LifecycleControllerError,,budget_exhausted,[],[],,0,,,2976.696326,7.419359,74.623533,2859.759778,20.302429,tool_calls_terminal,58,5,0.08620689655172414,1608.1389999999997,"{""bash"":53,""write_file"":5}","{""bash"":5}",agentic_steps,50,True,780975,106351,674624,0,,49962,830937,830937,astra.stdout.json,complete_no_trace_crosscheck,session_observed_no_context_trace,True,False,main_agent_only_excludes_intent_judge,,,,,,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,extract-moves-from-video,hard,3,true,Hermes,2,,2026-08-03__23-57-09,extract-moves-from-video__AFfPQNS,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__23-57-09/extract-moves-from-video__AFfPQNS,2026-08-03T16:57:59.891811Z,0,no_pass,false,false,true,timeout_no_pass,timeout,124,False,run_status,timed_out,run_error,ProductDeadlineExpired: Hermes run exceeded its driver deadline,,,,,,,0,0,3649.353876,1.285533,5.062135,3604.450101,26.122262,tool_calls,143,7,0.04895104895104895,2619.0960000000014,"{""execute_code"": 1, ""terminal"": 32, ""vision_analyze"": 107, ""write_file"": 3}","{""execute_code"": 1, ""terminal"": 6}",session_messages,218,True,,,,,,,,,missing,missing_after_model_activity,reported_hermes_run_usage,,,reported_hermes_run_usage,2,1,1,0,test_outputs.py::test_solution_content_similarity,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,extract-moves-from-video,hard,3,true,PI,1,,2026-08-14__05-56-13,extract-moves-from-video__MHjWHVu,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-56-13/extract-moves-from-video__MHjWHVu,2026-08-13T22:58:14.236413Z,0,no_pass,false,false,true,timeout_no_pass,timeout,124,False,pi_final_stop_reason,,,,,,,,,,,0,3720.460069,1.081158,91.135346,3602.579734,13.066921,tool_calls,15,3,0.2,,"{""bash"": 14, ""read"": 1}","{""bash"": 3}",assistant_messages,13,True,39080,,,,29568,3339,71987,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,2,0,2,0,test_outputs.py::test_solution_file_exists; test_outputs.py::test_solution_content_similarity,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,feal-differential-cryptanalysis,hard,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,feal-differential-cryptanalysis__8xoPdgj,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/feal-differential-cryptanalysis__8xoPdgj,2026-07-30T05:44:58.228138Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,astra_final_state,completed,product_error_type,,,,[],[],,0,,,631.93401,7.385722,3.802389,570.167256,38.389823,tool_calls_terminal,7,0,0.0,1.086,"{""bash"":2,""read_file"":2,""write_file"":3}",{},agentic_steps,8,True,119270,22246,97024,0,,58221,177491,177491,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,False,main_agent_only_excludes_intent_judge,1,1,0,0,,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,feal-differential-cryptanalysis,hard,3,true,Hermes,1,,2026-07-31__01-13-23,feal-differential-cryptanalysis__cdkHeUK,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-13-23/feal-differential-cryptanalysis__cdkHeUK,2026-07-30T17:19:50.439880Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,0,0,385.86114,1.340182,5.141088,340.470276,26.714507,tool_calls,12,2,0.16666666666666666,15.489999999999998,"{""execute_code"": 1, ""read_file"": 1, ""terminal"": 6, ""write_file"": 4}","{""execute_code"": 1, ""terminal"": 1}",session_messages,26,True,249392,,,,,29487,278879,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,1,1,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,feal-differential-cryptanalysis,hard,3,true,PI,1,,2026-08-14__06-17-10,feal-differential-cryptanalysis__hAXWQ32,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__06-17-10/feal-differential-cryptanalysis__hAXWQ32,2026-08-13T22:21:48.958046Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,278.378008,1.130404,3.856452,230.648779,30.789012,tool_calls,8,0,0.0,,"{""bash"": 5, ""read"": 2, ""write"": 1}",{},assistant_messages,9,True,126652,,,,89792,17482,233926,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,1,0,1,0,test_outputs.py::test_feal_differential_cryptanalysis_attack,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,feal-linear-cryptanalysis,hard,3,true,Astra,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__01-51-36,feal-linear-cryptanalysis__Xs63wkT,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-51-36/feal-linear-cryptanalysis__Xs63wkT,2026-08-02T18:20:46.238441Z,1,pass,false,true,true,verifier_pass_after_timeout,completed,0,True,astra_final_state,completed,product_error_type,,,stream_transport,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)""]",,2,,,1748.828591,1.216873,3.500429,1713.432033,18.383754,tool_calls_terminal,38,1,0.02631578947368421,9.740000000000002,"{""bash"":9,""git"":2,""introspect"":4,""list_dir"":1,""read_file"":12,""reflect"":3,""task_board"":5,""write_file"":2}","{""git"":1}",agentic_steps,24,True,297569,43297,254272,0,,77393,374962,374962,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,True,main_agent_only_excludes_intent_judge,1,1,0,0,,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,feal-linear-cryptanalysis,hard,3,true,Hermes,1,,2026-07-31__01-21-50,feal-linear-cryptanalysis__my336PY,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-21-50/feal-linear-cryptanalysis__my336PY,2026-07-30T17:40:56.423279Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,run_status,completed,run_error,,,,,,,,4,0,1144.767219,1.267155,5.35748,1117.4618,8.613736,tool_calls,3,0,0.0,2.829,"{""read_file"": 3}",{},session_messages,12,True,15618,,,,,174,15792,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,1,0,1,0,test_outputs.py::test_attack,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,feal-linear-cryptanalysis,hard,3,true,PI,1,,2026-08-14__06-21-50,feal-linear-cryptanalysis__z4R5xp5,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__06-21-50/feal-linear-cryptanalysis__z4R5xp5,2026-08-13T22:35:06.445021Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,pi_final_stop_reason,length,,,,length,,,,,,0,794.825355,1.180757,3.948591,766.830407,10.617012,tool_calls,5,0,0.0,,"{""bash"": 1, ""read"": 4}",{},assistant_messages,3,True,12423,,,,7360,65667,85450,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,1,0,1,0,test_outputs.py::test_attack,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
strict_three_way_83,filter-js-from-html,medium,3,true,Astra,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,filter-js-from-html__nxqNena,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/filter-js-from-html__nxqNena,2026-07-30T08:43:51.160690Z,0,no_pass,false,false,true,timeout_no_pass,failed,3,False,astra_final_state,,product_error_type,,,stream_transport,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",,1,,,582.742891,28.854787,5.090469,517.67338,18.249412,tool_calls_terminal,1,0,0.0,0.732,"{""bash"":1}",{},agentic_steps,2,True,9329,1201,8128,0,,4897,14226,14226,server-context-trace+reconciled-details,session_reconciled,session_wide_observed,True,True,main_agent_only_excludes_intent_judge,2,0,2,0,test_outputs.py::test_filter_blocks_xss; test_outputs.py::test_clean_html_unchanged,v0.0.5-4-g844473c68,c5bde5de-9805-48d4-a016-1db6e6018fc4,BigModel/OpenAI-compatible,0,50,,,2x_dataset_agent_timeout_sec
strict_three_way_83,filter-js-from-html,medium,3,true,Hermes,1,,2026-07-31__01-42-23,filter-js-from-html__RdhDxsm,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__01-42-23/filter-js-from-html__RdhDxsm,2026-07-30T18:07:32.119401Z,1,pass,true,false,false,normal_e2e_pass,completed,0,True,run_status,completed,run_error,,,,,,,,3,0,1508.097408,1.182453,4.714443,808.251504,679.104642,tool_calls,6,0,0.0,5.651,"{""terminal"": 4, ""write_file"": 2}",{},session_messages,20,True,123540,,,,,3734,127274,,hermes-run.json.usage,reported,reported_hermes_run_usage,True,,reported_hermes_run_usage,2,2,0,0,,v2026.7.20,zai/glm-5.2,Z.AI,0,90,47,0,2x_dataset_agent_timeout_sec
strict_three_way_83,filter-js-from-html,medium,3,true,PI,2,,2026-08-13__21-52-37,filter-js-from-html__cG4pu3U,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__21-52-37/filter-js-from-html__cG4pu3U,2026-08-13T14:39:36.871742Z,0,no_pass,false,false,false,completed_no_pass,completed,0,True,pi_final_stop_reason,stop,,,,stop,,,,,,0,2818.77867,1.07648,3.392562,1898.022745,896.495833,tool_calls,36,3,0.08333333333333333,,"{""bash"": 27, ""edit"": 6, ""read"": 1, ""write"": 2}","{""bash"": 3}",assistant_messages,37,True,3301503,,,,3095488,121610,6518601,,result.json.agent_result,reported,reported_input_plus_cache_plus_output,,,reported_input_plus_cache_plus_output,2,0,2,0,test_outputs.py::test_filter_blocks_xss; test_outputs.py::test_clean_html_unchanged,0.73.1,zai/glm-5.2,Z.AI,0,,122,9,2x_dataset_agent_timeout_sec
