task_id,author_difficulty,in_strict_four_way_86,astra_reward,astra_verify_status,astra_verifier_progress,astra_verifier_tests,astra_verifier_passed,astra_verifier_failed,astra_verifier_skipped,astra_timeout,astra_product_terminal_status,astra_finish_reason,astra_selected_finished_at,astra_selected_trial_path,hermes_reward,hermes_verify_status,hermes_verifier_progress,hermes_verifier_tests,hermes_verifier_passed,hermes_verifier_failed,hermes_verifier_skipped,hermes_timeout,hermes_product_terminal_status,hermes_finish_reason,hermes_selected_finished_at,hermes_selected_trial_path,pi_reward,pi_verify_status,pi_verifier_progress,pi_verifier_tests,pi_verifier_passed,pi_verifier_failed,pi_verifier_skipped,pi_timeout,pi_product_terminal_status,pi_finish_reason,pi_selected_finished_at,pi_selected_trial_path,dsh_reward,dsh_verify_status,dsh_verifier_progress,dsh_verifier_tests,dsh_verifier_passed,dsh_verifier_failed,dsh_verifier_skipped,dsh_timeout,dsh_product_terminal_status,dsh_finish_reason,dsh_selected_finished_at,dsh_selected_trial_path,astra_agent_execution_s,astra_token_input,astra_token_fresh_input,astra_token_cache_read,astra_token_output,astra_token_total,astra_token_accounting_status,astra_token_source,astra_token_is_lower_bound,hermes_agent_execution_s,hermes_token_input,hermes_token_fresh_input,hermes_token_cache_read,hermes_token_output,hermes_token_total,hermes_token_accounting_status,hermes_token_source,hermes_token_is_lower_bound,pi_agent_execution_s,pi_token_input,pi_token_fresh_input,pi_token_cache_read,pi_token_output,pi_token_total,pi_token_accounting_status,pi_token_source,pi_token_is_lower_bound,dsh_agent_execution_s,dsh_token_input,dsh_token_fresh_input,dsh_token_cache_read,dsh_token_output,dsh_token_total,dsh_token_accounting_status,dsh_token_source,dsh_token_is_lower_bound
fix-ocaml-gc,hard,true,1,pass,1/1,1,1,0,0,false,completed,,2026-07-30T14:55:28.987559Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-ocaml-gc__Fzh6tqj,1,pass,1/1,1,1,0,0,false,completed,completed,2026-07-30T19:55:56.550863Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__02-39-17/fix-ocaml-gc__KRpRZNt,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-13T17:39:03.329240Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__00-24-37/fix-ocaml-gc__MD5Dm5b,0,no_pass,0/1,1,0,1,0,false,completed,max_turns,2026-08-18T03:21:19.382152Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-03-14/fix-ocaml-gc__rw6W2xk,4473.475228,1108888,172888,936000,144847,1253735,session_reconciled,server-context-trace+reconciled-details,False,3204.356675,3374785,,,21413,3396198,reported,hermes-run.json.usage,,3099.728562,1615656,,1537280,39108,1654764,reported_legacy,result.json.agent_result,,562.564447,1184315,36155,1148160,6535,1190850,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
gcode-to-text,medium,true,0,no_pass,0/2,2,0,2,0,true,failed,stream_transport,2026-07-30T00:34:14.634526Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h,0,no_pass,0/2,2,0,2,0,true,timeout,timed_out,2026-07-30T20:28:38.876971Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__03-57-56/gcode-to-text__igrmbEY,0,no_pass,1/2,2,1,1,0,false,completed,stop,2026-08-14T05:32:20.079291Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-02-11/gcode-to-text__iXf5Gtc,0,no_pass,0/2,2,0,2,0,false,completed,max_turns,2026-08-18T05:34:18.774578Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-17-11/gcode-to-text__BKCKLrC,1744.486715,513144,136824,376320,95855,608999,session_reconciled,server-context-trace+reconciled-details,True,1813.421198,,,,,,missing_after_model_activity,missing,,1780.923115,4735123,,4593664,105749,4840872,reported_legacy,result.json.agent_result,,993.345381,1397312,73664,1323648,29864,1427176,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
git-leak-recovery,medium,true,1,pass,5/5,5,5,0,0,false,completed,,2026-07-30T10:00:49.424087Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-leak-recovery__7XSX3n7,1,pass,5/5,5,5,0,0,false,completed,completed,2026-07-30T20:37:47.859427Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__04-35-51/git-leak-recovery__FSFqxjL,1,pass,5/5,5,5,0,0,false,completed,stop,2026-08-14T05:07:25.561223Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-03-25/git-leak-recovery__ezhvoHr,1,pass,5/5,5,5,0,0,false,completed,completed,2026-08-18T05:21:43.875632Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-17-37/git-leak-recovery__x9aygoA,156.401703,118714,17722,100992,7370,126084,session_reconciled,server-context-trace+reconciled-details,False,65.56421,135889,,,1350,137239,reported,hermes-run.json.usage,,167.298794,67450,,43648,11152,78602,reported_legacy,result.json.agent_result,,147.875905,41735,10823,30912,1749,43484,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
git-multibranch,medium,true,1,pass,1/1,1,1,0,0,false,adapter_infra_error,budget_exhausted,2026-07-29T14:27:11.479210Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-multibranch__ErTrJ34,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-08-03T13:47:47.930750Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__21-40-47/git-multibranch__6hMZ53E,0,no_pass,0/1,1,0,1,0,false,completed,stop,2026-08-14T05:16:20.647690Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-07-27/git-multibranch__U7iCjdq,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-08-18T05:24:00.229457Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-19-38/git-multibranch__nXPrPno,893.898939,875455,91455,784000,53536,928991,session_reconciled,server-context-trace+reconciled-details,False,342.425315,153833,,,25608,179441,reported,hermes-run.json.usage,,456.834928,340318,,301376,27642,367960,reported_legacy,result.json.agent_result,,217.450136,115810,20002,95808,4360,120170,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
gpt2-codegolf,hard,true,0,no_pass,0/1,1,0,1,0,true,failed,stream_transport,2026-08-03T08:52:53.119596Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-27-47/gpt2-codegolf__drvhmQJ,0,no_pass,0/1,1,0,1,0,true,timeout,timed_out,2026-07-30T21:27:34.124439Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__04-56-32/gpt2-codegolf__D7dv6Qz,0,no_pass,0/1,1,0,1,0,true,timeout,,2026-08-13T07:20:36.015748Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__14-47-13/gpt2-codegolf__tofm636,0,no_pass,0/1,1,0,1,0,false,completed,max_turns,2026-08-17T13:51:20.309835Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__21-26-32/gpt2-codegolf__HuzoNzo,1394.10852,327449,68377,259072,25396,352845,server_reconciled,matrixone.agent_events.llm_response,True,1812.852428,,,,,,missing_after_model_activity,missing,,1909.840137,943283,,803136,74276,1017559,reported_legacy,result.json.agent_result,,1374.95981,520252,55292,464960,17368,537620,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
headless-terminal,medium,true,1,pass,7/7,7,7,0,0,false,completed,,2026-07-30T10:10:55.236010Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/headless-terminal__8ZeyjYG,1,pass,7/7,7,7,0,0,false,completed,completed,2026-07-30T21:37:10.262211Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__05-29-30/headless-terminal__w4fJEGp,0,no_pass,6/7,7,6,1,0,false,completed,stop,2026-08-14T05:38:12.333471Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-16-22/headless-terminal__wy3iQ57,1,pass,7/7,7,7,0,0,false,completed,completed,2026-08-18T05:28:04.633516Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-21-45/headless-terminal__WQN5etS,543.626957,63824,10768,53056,31915,95739,session_reconciled,server-context-trace+reconciled-details,False,422.084284,279578,,,29920,309498,reported,hermes-run.json.usage,,1265.757932,1145763,,1068736,55104,1200867,reported_legacy,result.json.agent_result,,327.562035,221510,16326,205184,7856,229366,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
hf-model-inference,medium,true,0,no_pass,1/4,4,1,3,0,false,completed,,2026-08-02T17:21:32.542757Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD,0,no_pass,1/4,4,1,3,0,false,completed,completed,2026-07-31T10:14:24.619594Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__18-12-00/hf-model-inference__ir8cZ2b,0,no_pass,1/4,4,1,3,0,false,completed,stop,2026-08-14T05:24:40.288842Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-21-25/hf-model-inference__b5pWiDN,0,no_pass,1/4,4,1,3,0,false,completed,completed,2026-08-18T05:26:33.342184Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-24-01/hf-model-inference__mhANuiz,350.544895,375217,59505,315712,23803,399020,session_reconciled,server-context-trace+reconciled-details,False,113.181725,106347,,,1589,107936,reported,hermes-run.json.usage,,166.086139,37789,,30976,3782,41571,reported_legacy,result.json.agent_result,,125.901106,42677,6901,35776,2416,45093,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
install-windows-3.11,hard,true,0,no_pass,3/4,4,3,1,0,true,adapter_infra_error,stream_transport,2026-07-29T15:48:38.939129Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/install-windows-3.11__uZvMHsz,0,no_pass,1/4,4,1,3,0,false,completed,completed,2026-08-03T15:49:01.324149Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__23-21-15/install-windows-3.11__gX7oDxT,0,no_pass,1/4,4,1,3,0,false,completed,stop,2026-08-14T03:42:10.449758Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__10-21-38/install-windows-3.11__9c82FhU,0,no_pass,1/4,4,1,3,0,false,completed,max_turns,2026-08-17T16:16:27.146261Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__23-33-54/install-windows-3.11__3asXrhu,4686.957328,1000681,121513,879168,86050,1086731,session_reconciled,server-context-trace+reconciled-details,True,1502.533443,2873943,,,20399,2894342,reported,hermes-run.json.usage,,4591.15862,6632421,,6400448,120535,6752956,reported_legacy,result.json.agent_result,,2357.474243,389500,29756,359744,6412,395912,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
kv-store-grpc,medium,true,0,no_pass,5/7,7,5,2,0,false,adapter_infra_error,,2026-07-31T09:27:48.527816Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__17-23-32/kv-store-grpc__DmHsvDp,0,no_pass,5/7,7,5,2,0,false,completed,completed,2026-07-30T22:29:18.315104Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__06-25-39/kv-store-grpc__Ef67kGg,0,no_pass,5/7,7,5,2,0,false,completed,stop,2026-08-14T05:26:37.528601Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-24-42/kv-store-grpc__v7kZ62U,0,no_pass,5/7,7,5,2,0,false,completed,completed,2026-08-18T05:28:20.555240Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-26-35/kv-store-grpc__bDVpfK5,221.346047,158890,22442,136448,9813,168703,session_reconciled,server-context-trace+reconciled-details,False,193.039486,274933,,,11239,286172,reported,hermes-run.json.usage,,89.608093,30071,,21504,3457,33528,reported_legacy,result.json.agent_result,,74.666568,20350,4926,15424,1209,21559,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
large-scale-text-editing,medium,true,1,pass,5/5,5,5,0,0,false,completed,,2026-08-02T17:29:56.248632Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2,1,pass,5/5,5,5,0,0,false,completed,completed,2026-07-30T22:41:26.677801Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__06-31-20/large-scale-text-editing__RXziCtM,1,pass,5/5,5,5,0,0,true,timeout,,2026-08-14T04:37:56.546418Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__11-56-23/large-scale-text-editing__YfZDvS3,1,pass,5/5,5,5,0,0,false,completed,completed,2026-08-18T04:48:14.484433Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-42-00/large-scale-text-editing__3JCbzFB,429.597996,92288,14528,77760,35842,128130,session_reconciled,server-context-trace+reconciled-details,False,536.628207,214466,,,31734,246200,reported,hermes-run.json.usage,,2402.394782,279388,,185216,31178,310566,reported_legacy,result.json.agent_result,,298.320709,35384,8440,26944,2562,37946,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
largest-eigenval,medium,true,1,pass,3/3,3,3,0,0,true,adapter_infra_error,,2026-08-02T15:18:46.980646Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-44-31/largest-eigenval__YbDJnJ3,1,pass,3/3,3,3,0,0,true,timeout,timed_out,2026-08-02T14:45:52.895111Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-02__18-20-17/largest-eigenval__3pU8kuW,1,pass,3/3,3,3,0,0,true,timeout,,2026-08-14T05:57:06.235497Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-26-39/largest-eigenval__mzxTJkY,0,no_pass,2/3,3,2,1,0,false,completed,max_turns,2026-08-18T05:35:51.377113Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-28-06/largest-eigenval__AKJMXiB,2029.023923,495964,,,,,session_input_only,server-context-trace,True,15908.02056,,,,,,missing_after_model_activity,missing,,1802.308621,623739,,535744,76917,700656,reported_legacy,result.json.agent_result,,436.874635,443987,28819,415168,9988,453975,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
llm-inference-batching-scheduler,hard,true,0,no_pass,1/6,6,1,5,0,true,failed,stream_transport,2026-07-30T07:13:36.207551Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/llm-inference-batching-scheduler__rd2oFtp,1,pass,6/6,6,6,0,0,false,completed,completed,2026-07-30T23:06:09.218344Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__06-44-32/llm-inference-batching-scheduler__fKWoNdN,1,pass,6/6,6,6,0,0,false,completed,stop,2026-08-13T22:50:50.525392Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__06-35-08/llm-inference-batching-scheduler__AK6ha5X,1,pass,6/6,6,6,0,0,false,completed,max_turns,2026-08-18T04:25:52.155872Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-12-59/llm-inference-batching-scheduler__WtkjrcF,783.745109,25123,7715,17408,12264,37387,session_reconciled,server-context-trace+reconciled-details,True,1269.297422,1751875,,,46768,1798643,reported,hermes-run.json.usage,,911.553759,1895239,,1781632,90147,1985386,reported_legacy,result.json.agent_result,,738.893561,1303545,61241,1242304,34614,1338159,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
log-summary-date-ranges,medium,true,1,pass,2/2,2,2,0,0,false,completed,,2026-07-29T15:54:29.029482Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/log-summary-date-ranges__nhAXpk2,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-03T02:34:52.401433Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__10-32-24/log-summary-date-ranges__rHQhaCW,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-14T05:34:20.278341Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-32-22/log-summary-date-ranges__A8uykV7,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-18T05:31:15.154040Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-28-22/log-summary-date-ranges__zFjUf5k,43.137264,69199,13711,55488,2005,71204,session_reconciled,server-context-trace+reconciled-details,False,107.681788,127364,,,2273,129637,reported,hermes-run.json.usage,,88.809185,82566,,56000,4231,86797,reported_legacy,result.json.agent_result,,138.229661,98806,17014,81792,3200,102006,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
mailman,medium,true,0,no_pass,0/3,3,0,3,0,true,failed,stream_transport,2026-07-30T06:05:06.531770Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mailman__k3KGXd5,0,no_pass,2/3,3,2,1,0,false,completed,completed,2026-08-03T11:21:51.834787Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__18-55-56/mailman__2rNCUU9,1,pass,3/3,3,3,0,0,false,completed,stop,2026-08-13T23:05:26.464837Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__06-42-12/mailman__NxQBU9X,0,no_pass,1/3,3,1,2,0,false,completed,completed,2026-08-18T04:30:49.700988Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-16-31/mailman__eZDnBCS,1120.199076,266769,44369,222400,69391,336160,session_reconciled,server-context-trace+reconciled-details,True,1448.1262,4329273,,,73900,4403173,reported,hermes-run.json.usage,,1304.006502,6677212,,6548352,75391,6752603,reported_legacy,result.json.agent_result,,813.854124,626761,21449,605312,7023,633784,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
make-doom-for-mips,hard,true,0,no_pass,0/3,3,0,3,0,true,adapter_infra_error,,2026-08-03T05:01:33.079701Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk,0,no_pass,0/3,3,0,3,0,false,completed,completed,2026-07-30T23:46:23.328886Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__07-29-59/make-doom-for-mips__Wjfu7d3,0,no_pass,0/3,3,0,3,0,true,timeout,,2026-08-14T06:05:56.181312Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-34-22/make-doom-for-mips__yp7ULTG,0,no_pass,0/3,3,0,3,0,false,completed,max_turns,2026-08-18T05:43:29.222297Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-31-17/make-doom-for-mips__bKKMkZM,2030.291776,1123373,118125,1005248,162757,1286130,server_reconciled,matrixone.agent_events.llm_response,False,922.177666,6778095,,,43246,6821341,reported,hermes-run.json.usage,,1802.261764,3631560,,3458560,72723,3704283,reported_legacy,result.json.agent_result,,646.196683,2236032,71808,2164224,8169,2244201,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
make-mips-interpreter,hard,true,0,no_pass,0/3,3,0,3,0,true,completed,stream_transport,2026-08-03T03:07:32.727461Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ,0,no_pass,0/3,3,0,3,0,false,completed,completed,2026-07-31T00:12:25.183018Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__07-48-27/make-mips-interpreter__MwMSXQK,0,no_pass,2/3,3,2,1,0,true,timeout,,2026-08-14T03:39:02.931916Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__10-38-05/make-mips-interpreter__karqvLP,0,no_pass,2/3,3,2,1,0,false,completed,max_turns,2026-08-18T04:32:43.080551Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-17-01/make-mips-interpreter__GNGcRgY,2481.984587,737928,109000,628928,115323,853251,server_reconciled,matrixone.agent_events.llm_response,True,1374.897336,6721214,,,86150,6807364,reported,hermes-run.json.usage,,3602.741888,13339070,,13134656,142937,13482007,reported_legacy,result.json.agent_result,,903.287252,1668928,60800,1608128,25978,1694906,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
mcmc-sampling-stan,hard,true,0,no_pass,5/6,6,5,1,0,false,completed,,2026-07-30T11:33:04.241997Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mcmc-sampling-stan__MUwmpU6,1,pass,6/6,6,6,0,0,false,completed,completed,2026-07-31T00:43:07.121509Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__08-18-19/mcmc-sampling-stan__tJaMa3U,1,pass,6/6,6,6,0,0,false,completed,stop,2026-08-12T17:33:38.774964Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__01-11-47/mcmc-sampling-stan__tpsCx6u,1,pass,6/6,6,6,0,0,false,completed,completed,2026-08-17T12:42:25.671283Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__20-15-11/mcmc-sampling-stan__jW3Zmyx,3082.920948,792441,83385,709056,69395,861836,session_reconciled,server-context-trace+reconciled-details,False,1183.891352,949682,,,6850,956532,reported,hermes-run.json.usage,,944.251116,306208,,261056,28016,334224,reported_legacy,result.json.agent_result,,1362.98123,228943,21071,207872,5717,234660,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
merge-diff-arc-agi-task,medium,true,1,pass,5/5,5,5,0,0,true,failed,stream_transport,2026-07-29T22:02:25.445713Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/merge-diff-arc-agi-task__HbHftAQ,1,pass,5/5,5,5,0,0,false,completed,completed,2026-07-31T00:57:51.543539Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__08-50-54/merge-diff-arc-agi-task__vhnhmaK,1,pass,5/5,5,5,0,0,false,completed,stop,2026-08-13T21:10:47.798977Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-04-11/merge-diff-arc-agi-task__mB9YP5D,1,pass,5/5,5,5,0,0,false,completed,completed,2026-08-17T19:47:58.598025Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__03-43-12/merge-diff-arc-agi-task__ahdnGb9,2839.610319,249995,39819,210176,57883,307878,session_reconciled,server-context-trace+reconciled-details,True,366.609275,498724,,,18625,517349,reported,hermes-run.json.usage,,284.941482,176265,,154624,15265,191530,reported_legacy,result.json.agent_result,,185.307851,170413,11437,158976,2616,173029,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
model-extraction-relu-logits,hard,true,0,no_pass,0/1,1,0,1,0,true,completed,stream_transport,2026-08-02T17:06:00.367540Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3,1,pass,1/1,1,1,0,0,true,timeout,timed_out,2026-07-31T01:30:44.334194Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__08-59-53/model-extraction-relu-logits__Y2jbEX7,0,no_pass,0/1,1,0,1,0,false,completed,length,2026-08-14T05:55:49.382436Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-38-14/model-extraction-relu-logits__aesKsnW,1,pass,1/1,1,1,0,0,false,completed,max_turns,2026-08-18T06:01:29.805639Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-34-20/model-extraction-relu-logits__5T8rpzy,1085.463069,186642,29202,157440,14934,201576,session_reconciled,server-context-trace+reconciled-details,True,1812.810204,,,,,,missing_after_model_activity,missing,,952.691708,1451,,1280,65536,66987,reported_legacy,result.json.agent_result,,1586.771227,1122268,83676,1038592,35414,1157682,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
modernize-scientific-stack,medium,true,1,pass,2/2,2,2,0,0,false,completed,,2026-07-30T03:27:10.405496Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/modernize-scientific-stack__R9ShMjc,1,pass,2/2,2,2,0,0,false,completed,completed,2026-07-31T01:35:23.535849Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__09-32-29/modernize-scientific-stack__BA2S2GU,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-14T07:07:52.657601Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__15-05-24/modernize-scientific-stack__u6R3LmN,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-18T06:34:39.372143Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-31-19/modernize-scientific-stack__4cMh4Tb,55.457914,56876,19116,37760,1625,58501,session_reconciled,server-context-trace+reconciled-details,False,140.382752,258594,,,4276,262870,reported,hermes-run.json.usage,,76.849694,30096,,11456,3622,33718,reported_legacy,result.json.agent_result,,162.541617,39059,26131,12928,2574,41633,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
